Opportunity_Rec_ID__c,AccountId,Contact__c,Site_Address_Billing_Address__c,Site_Address_Shipping_Address__c,Name,Probability,CreatedDate,CloseDate,Stage_RecID,StageName,Account_Executive__c,AE_Member_RecID,Strategic_Consultant__c,SC_Member_RecID,OwnerId,Location_RecID,Location__c,Department__c,Solution_Engineer_1__c,Solution_Engineer_2__c,Non_Recurring__c,Amount,Full_Agreement_Term__c,MRR_Delta__c,Sell_Quote__c,Sell_Quote_EXP_Date__c,pricebook2id,product2id
34958,71994,69651,62783,62794,SR 235595 Latitude 5540 Bundle Monitor PO 50141182 ,100,8/21/2023,8/21/2023,11,Signed,Jackie Moore,854,Unassigned Territory,571,854,103,HBR Technologies,Non-Recurring Revenue,,,2313,0,1,0,118654,20230918,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
34959,31160,70908,48687,48687,Lco. 7982 - C. P. Bannon Mortuary - Connectivity,0,8/21/2023,8/21/2023,21,Lost / Cancelled,Kennon Jayne,1001,Elmer Mosbey,173,1001,30,Meriplex Communications ,Monthly Recurring Revenue,,,0,435,36,0,118657,20230918,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
34961,31160,70908,85153,85153,Loc. 3530 - Cremation Society of Pennsylvania - Connectivity,100,8/21/2023,8/22/2023,11,Signed,Kennon Jayne,1001,Elmer Mosbey,173,1001,30,Meriplex Communications ,Monthly Recurring Revenue,,,56.35,215,36,0,118658,20230918,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
34962,31160,70908,49208,49208,CO to Opp 32764/MPC115956 Loc 2880 : Loc 0367 - Davenport Memorial Park - Voice,100,8/21/2023,8/23/2023,11,Signed,Kennon Jayne,1001,Elmer Mosbey,173,1001,30,Meriplex Communications ,Monthly Recurring Revenue - Uplift or Downturn,,,0,17,36,0,118659,20230918,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
34963,31160,70908,60480,60480,CO to Opp 32764/MPC115956 Loc 1989 : Loc. 8606 - Cunnick Collins Life Celebration Center - Voice,100,8/21/2023,8/23/2023,11,Signed,Kennon Jayne,1001,Elmer Mosbey,173,1001,30,Meriplex Communications ,Monthly Recurring Revenue - Uplift or Downturn,,,0,17,36,0,118666,20230918,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
34964,31160,70908,50498,50498,CO to Opp 32764/MPC115956 Loc 1981 : Loc. 4190 - Ridge Funeral Home - Voice,100,8/21/2023,8/23/2023,11,Signed,Kennon Jayne,1001,Elmer Mosbey,173,1001,30,Meriplex Communications ,Monthly Recurring Revenue - Uplift or Downturn,,,0,17,36,0,118671,20230918,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
34965,31160,70908,50024,50024,CO to Opp 32764/MPC115956 Loc 1908 : Loc. 2400 - Malec & Sons Funeral Home - Voice,100,8/21/2023,8/24/2023,11,Signed,Kennon Jayne,1001,Elmer Mosbey,173,1001,30,Meriplex Communications ,Monthly Recurring Revenue - Uplift or Downturn,,,0,17,36,0,118675,20230918,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
34966,31160,70908,53513,53513,CO to Opp 32764/MPC115956 Loc 5478 : Loc. 8180 - Weerts Funeral Home - Voice,100,8/21/2023,8/23/2023,11,Signed,Kennon Jayne,1001,Elmer Mosbey,173,1001,30,Meriplex Communications ,Monthly Recurring Revenue - Uplift or Downturn,,,0,17,36,0,118679,20230918,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
34967,31160,70908,52712,52712,CO to Opp 32764/MPC115956 Loc 2855 : Loc. 8183 - Quad Cities Pet Cremation - Voice,100,8/21/2023,8/24/2023,11,Signed,Kennon Jayne,1001,Elmer Mosbey,173,1001,30,Meriplex Communications ,Monthly Recurring Revenue - Uplift or Downturn,,,0,17,36,0,118682,20230918,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
34976,70582,61156,84614,84614,Monochrome MFP for El Paso Warehouse,100,8/21/2023,8/21/2023,11,Signed,Kennon Jayne,1001,Unassigned Territory,571,1001,99,Preferred Technology,Non-Recurring Revenue,,,785,0,1,0,118660,20230918,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
35020,31160,70908,84934,84934,CO to Opp 33479/MPC116687 : Loc 3496 - Roselawn Memorial Park - Construction Cost,100,8/22/2023,9/18/2023,11,Signed,Kennon Jayne,1001,Unassigned Territory,571,1001,30,Meriplex Communications ,Non-Recurring Revenue,,,9802.28,0,1,0,119418,20231012,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
35022,73055,119044,79269,79269,HP Z2 Workstation ,100,8/22/2023,8/22/2023,11,Signed,Ron Walker,620,Unassigned Territory,571,620,11,Meriplex Solutions,Non-Recurring Revenue,,,2495,0,1,0,118707,20230919,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
35023,36903,54246,55298,55298,CO3 for Grand Prairie Cabling,100,8/22/2023,8/23/2023,11,Signed,Cynthia Newsom,417,Unassigned Territory,571,417,30,Meriplex Communications ,Non-Recurring Revenue,,,12094.68,0,1,0,118803,20230920,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
35024,19405,51216,1144,1144,(4) Veeam licenses,25,8/22/2023,3/2/2024,15,Qualifying,Erminio Lalli,812,Elmer Mosbey,173,812,11,Meriplex Solutions,Non-Recurring Revenue,,,0,340,36,0,118794,20230919,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
35027,31160,70908,85095,85095,CO to Opp 32764/MPC115956 Loc 2853 : Loc 3531 - Fairway Memorial Gardens - Voice,100,8/22/2023,8/24/2023,11,Signed,Kennon Jayne,1001,Elmer Mosbey,173,1001,30,Meriplex Communications ,Monthly Recurring Revenue - Uplift or Downturn,,,0,17,36,0,118775,20230919,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
35038,36903,54246,55298,55298,CO Store 186,100,8/22/2023,8/23/2023,11,Signed,Cynthia Newsom,417,Unassigned Territory,571,417,30,Meriplex Communications ,Monthly Recurring Revenue - Uplift or Downturn,,,113.85,284,36,164,118797,20230920,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
35039,36903,54246,58879,58879,Construction Costs #269,100,8/22/2023,9/7/2023,11,Signed,Cynthia Newsom,417,Unassigned Territory,571,417,30,Meriplex Communications ,Monthly Recurring Revenue - Uplift or Downturn,,,1615.46,206.5,36,0,118790,20230919,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
35045,31160,70908,49759,49759,Loc 1595 - Hockemeyer & Miller Funeral Home - Connectivity,100,8/22/2023,8/24/2023,11,Signed,Kennon Jayne,1001,Elmer Mosbey,173,1001,30,Meriplex Communications ,Monthly Recurring Revenue,,,45.99,90,36,0,118833,20230920,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
35059,31160,70908,12905,49017,CO to Opp 34756/MPC118457 : Loc. 9863 - Rest Hills Funeral Home - Connectivity,0,8/23/2023,12/31/2023,21,Lost / Cancelled,Kennon Jayne,1001,Elmer Mosbey,173,1001,30,Meriplex Communications ,Monthly Recurring Revenue - Uplift or Downturn,,,0,129,36,-143,118827,20231231,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
35060,71994,69651,62783,62845,SR 236836  Precision 7770 Bundle PO 960141,100,8/23/2023,8/23/2023,11,Signed,Jackie Moore,854,Unassigned Territory,571,854,103,HBR Technologies,Non-Recurring Revenue,,,4179,0,1,0,118810,20230920,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
35061,71994,69651,62783,62790,SR 236892  OptiPlex 7010 Micro PO 50141703,100,8/23/2023,8/23/2023,11,Signed,Jackie Moore,854,Unassigned Territory,571,854,103,HBR Technologies,Non-Recurring Revenue,,,1034,0,1,0,118811,20230920,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
35065,71994,69651,62783,62794,SR 236949 Latitude 5540 Bundle Monitor PO 960142 ,100,8/23/2023,8/23/2023,11,Signed,Jackie Moore,854,Unassigned Territory,571,854,103,HBR Technologies,Non-Recurring Revenue,,,2313,0,1,0,118813,20230920,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
35066,71994,69651,62783,62794,SR 236752  DVI and VGA to DisplayPort Adapters,100,8/23/2023,8/23/2023,11,Signed,Jackie Moore,854,Unassigned Territory,571,854,103,HBR Technologies,Non-Recurring Revenue,,,610,0,1,0,118816,20230920,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
35069,71994,69651,62845,62845,AutoDesk Renewal - Mike Mowery - 4/05/2024,10,8/23/2023,3/5/2024,17,Identifying,Jackie Moore,854,Unassigned Territory,571,854,103,HBR Technologies,Non-Recurring Revenue,,,,,,,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
35071,71994,69651,62845,62845,PDF-XChange Editor Plus - Damien Volonnino Due 5/12/2024,10,8/23/2023,4/12/2024,17,Identifying,Jackie Moore,854,Unassigned Territory,571,854,103,HBR Technologies,Non-Recurring Revenue,,,,,,,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
35072,71994,69651,62845,62845,PDF-XChange Editor - Gill Hess - Due 5/17/2024,50,8/23/2023,4/17/2024,18,Proposing,Jackie Moore,854,Unassigned Territory,571,854,103,HBR Technologies,Non-Recurring Revenue,,,,,,,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
35073,71994,69651,62845,62845,PDF-XChange Editor - Michael Taylor - Due 5/17/2023,10,8/23/2023,4/17/2024,17,Identifying,Jackie Moore,854,Unassigned Territory,571,854,103,HBR Technologies,Non-Recurring Revenue,,,,,,,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
35076,31160,70908,49552,49552,CO to Opp 33488/MPC116685 : Loc 1077 - Frank E. Campbell - The Funeral Chapel - Connectivity,100,8/23/2023,9/19/2023,11,Signed,Kennon Jayne,1001,Elmer Mosbey,173,1001,30,Meriplex Communications ,Monthly Recurring Revenue - Uplift or Downturn,,,0,656,36,48,118824,20230921,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
35078,71994,69651,62845,62845,STR AventX/Faxcom - Due 5/31/2024,50,8/23/2023,4/30/2024,18,Proposing,Jackie Moore,854,Unassigned Territory,571,854,103,HBR Technologies,Non-Recurring Revenue,,,,,,,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
35079,71994,69651,62845,62845,PDF-Xchange Editor - Darlene Ellis - Due 8/2/2024,10,8/23/2023,7/2/2024,17,Identifying,Jackie Moore,854,Unassigned Territory,571,854,103,HBR Technologies,Non-Recurring Revenue,,,,,,,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
35080,71994,69651,62845,62845,PDF-XChange Editor - Lani Ariani - Due 8/16/2024,10,8/23/2023,7/16/2024,17,Identifying,Jackie Moore,854,Unassigned Territory,571,854,103,HBR Technologies,Non-Recurring Revenue,,,,,,,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
35081,71994,69651,62845,62845,PDF-XChange Editor - Ruth Ramos - Due 8/16/2024,10,8/23/2023,7/16/2024,17,Identifying,Jackie Moore,854,Unassigned Territory,571,854,103,HBR Technologies,Non-Recurring Revenue,,,,,,,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
35082,71994,69651,62845,62845,PDF-XChange Editor - Bryan Mitchell - Due 8/27/2024,10,8/23/2023,7/26/2024,17,Identifying,Jackie Moore,854,Unassigned Territory,571,854,103,HBR Technologies,Non-Recurring Revenue,,,,,,,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
35087,68378,54204,58479,58479,Quote #MPS118837 Block Time,100,8/24/2023,8/24/2023,11,Signed,Ron Walker,620,Unassigned Territory,571,620,11,Meriplex Solutions,Non-Recurring Revenue,,,9600,0,0,0,118837,20230921,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
35112,71994,69651,62783,62845,SR 235051 Patch Cables PO 30059203,100,8/24/2023,8/24/2023,11,Signed,Jackie Moore,854,Unassigned Territory,571,854,103,HBR Technologies,Non-Recurring Revenue,,,105,0,1,0,118856,20230921,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
35113,71994,69651,62783,62789,SR 236208 Latitude 5540 Bundle PO 960151,100,8/24/2023,8/24/2023,11,Signed,Jackie Moore,854,Unassigned Territory,571,854,103,HBR Technologies,Non-Recurring Revenue,,,2124,0,1,0,118859,20230921,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
35115,71994,69651,62783,62794,SR 235080 Latitude 5440 Bundle Monitors  PO 960166 ,100,8/24/2023,8/24/2023,11,Signed,Jackie Moore,854,Unassigned Territory,571,854,103,HBR Technologies,Non-Recurring Revenue,,,2400,0,1,0,118862,20230921,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
35116,73055,119044,79269,79269,APC Surgearrest ,0,8/24/2023,8/31/2023,21,Lost / Cancelled,Ron Walker,620,Unassigned Territory,571,620,11,Meriplex Solutions,Non-Recurring Revenue,,,125,0,1,0,118863,20230921,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
35117,71994,69651,62783,62794,SR 235212 Monitors PO 50141964,100,8/24/2023,8/24/2023,11,Signed,Jackie Moore,854,Unassigned Territory,571,854,103,HBR Technologies,Non-Recurring Revenue,,,378,0,1,0,118864,20230921,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
35118,31160,70908,47932,47932,Change Order: Loc. 4925 - Aycock Funeral Home - Connectivity,0,8/24/2023,8/24/2023,21,Lost / Cancelled,Kennon Jayne,1001,Elmer Mosbey,173,1001,30,Meriplex Communications ,Monthly Recurring Revenue,,,300,165,36,-50,119111,20230929,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
35119,71994,69651,62783,85765,SR 235657 Monitors  PO 20064702,100,8/24/2023,8/24/2023,11,Signed,Jackie Moore,854,Unassigned Territory,571,854,103,HBR Technologies,Non-Recurring Revenue,,,378,0,1,0,118865,20230921,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
35122,36903,54246,55298,55298,Garner Cabling CO,100,8/24/2023,9/1/2023,11,Signed,Cynthia Newsom,417,Unassigned Territory,571,417,30,Meriplex Communications ,Non-Recurring Revenue,,,3958.15,0,1,0,118868,20230922,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
35123,71994,69651,62783,62845,SR 236754 OptiPlex 7010 Micro  PO 3003704,100,8/25/2023,8/25/2023,11,Signed,Jackie Moore,854,Unassigned Territory,571,854,103,HBR Technologies,Non-Recurring Revenue,,,1034,0,1,0,118870,20230922,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
35130,67908,71286,58633,58633,RFP,10,8/25/2023,3/31/2024,21,Lost / Cancelled,Erminio Lalli,812,Unassigned Territory,571,812,30,Meriplex Communications ,Monthly Recurring Revenue,David Pinyon,Corey King,,,,,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
35133,58429,119309,1105,1105,Lubbock - Connectivity Amendment,99,8/25/2023,12/11/2023,11,Signed,Cynthia Newsom,417,Unassigned Territory,571,417,30,Meriplex Communications ,Monthly Recurring Revenue - Uplift or Downturn,,,0,90,36,1.5,118932,20231215,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
35134,36903,54246,55298,55298,New Circuits qty 10,50,8/25/2023,3/29/2024,18,Proposing,Cynthia Newsom,417,Unassigned Territory,571,417,30,Meriplex Communications ,Monthly Recurring Revenue,,,1260.4,5194,36,4615,118887,20240119,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
35139,31160,70908,47830,47830,Loc. 4670 - Memory Chapel Funeral Home - Voice,100,8/25/2023,8/28/2023,11,Signed,Kennon Jayne,1001,Elmer Mosbey,173,1001,30,Meriplex Communications ,Monthly Recurring Revenue,,,0,17,36,0,118903,20230925,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
35140,31160,70908,49968,49968,Loc. 2265 - Marsh Funeral Home - Voice,100,8/25/2023,8/28/2023,11,Signed,Kennon Jayne,1001,Elmer Mosbey,173,1001,30,Meriplex Communications ,Monthly Recurring Revenue,,,0,17,36,0,118907,20230925,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
35141,31160,70908,47837,47837,CO to Opp 32764/MPC115956 Loc 2860 : Loc. 4698 - Heritage Chapel Funeral Home - Voice,100,8/25/2023,8/28/2023,11,Signed,Kennon Jayne,1001,Elmer Mosbey,173,1001,30,Meriplex Communications ,Monthly Recurring Revenue - Uplift or Downturn,,,0,17,36,0,118911,20230925,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
35142,31160,70908,49240,50148,Loc. 2737 - White Chapel-Greenwood Funeral Home - Voice,100,8/25/2023,8/28/2023,11,Signed,Kennon Jayne,1001,Elmer Mosbey,173,1001,30,Meriplex Communications ,Monthly Recurring Revenue,,,0,17,36,0,118917,20230925,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
35143,31160,70908,48374,48374,CO to Opp 32764/MPC115956 Loc 2858 : 7062 - Willow Glen Funeral Home - Voice,100,8/25/2023,8/28/2023,11,Signed,Kennon Jayne,1001,Elmer Mosbey,173,1001,30,Meriplex Communications ,Monthly Recurring Revenue - Uplift or Downturn,,,0,17,36,0,118919,20230925,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
35144,73055,119044,79269,79269,Adjust Term to 12 Months On SQL Support  ,100,8/25/2023,8/29/2023,11,Signed,Ron Walker,620,Unassigned Territory,571,620,11,Meriplex Solutions,Monthly Recurring Revenue - Uplift or Downturn,,,0,2132,12,0,118931,20230925,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
35145,31160,70908,47712,47712,Loc. 4386 - Alabama Heritage Funeral Home - Voice,100,8/25/2023,8/28/2023,11,Signed,Kennon Jayne,1001,Elmer Mosbey,173,1001,30,Meriplex Communications ,Monthly Recurring Revenue,,,0,17,36,0,118924,20230925,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
35146,31160,70908,49238,49238,Loc. 0412 - Highland Memorial Gardens - Voice,100,8/25/2023,8/28/2023,11,Signed,Kennon Jayne,1001,Elmer Mosbey,173,1001,30,Meriplex Communications ,Monthly Recurring Revenue,,,0,17,36,0,118890,20230922,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
35148,31160,70908,48906,48906,Loc. 9731 - Teague Funeral Home - Voice,100,8/25/2023,8/28/2023,11,Signed,Kennon Jayne,1001,Elmer Mosbey,173,1001,30,Meriplex Communications ,Monthly Recurring Revenue,,,0,17,36,0,118893,20230922,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
35149,31160,70908,50039,50039,Loc. 2444 - Wm. H. Scott Funeral Home - Voice,100,8/25/2023,8/28/2023,11,Signed,Kennon Jayne,1001,Elmer Mosbey,173,1001,30,Meriplex Communications ,Monthly Recurring Revenue,,,0,17,36,0,118896,20230922,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
35150,31160,70908,48890,48890,Loc. 9705 - West Lawn Memorial Park - Voice,100,8/25/2023,8/28/2023,11,Signed,Kennon Jayne,1001,Elmer Mosbey,173,1001,30,Meriplex Communications ,Monthly Recurring Revenue,,,0,17,36,0,118897,20230922,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
35151,31160,70908,49218,49218,Loc. 0386 - Resthaven Park Mortuary & Cemetery - Voice,0,8/25/2023,1/31/2024,21,Lost / Cancelled,Kennon Jayne,1001,Elmer Mosbey,173,1001,30,Meriplex Communications ,Monthly Recurring Revenue,,,0,17,36,0,118900,20230922,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
35153,71994,69651,62783,62845,SR 234746 Latitude 5540 Bundle Monitors  PO 3003707,100,8/25/2023,8/25/2023,11,Signed,Jackie Moore,854,Unassigned Territory,571,854,103,HBR Technologies,Non-Recurring Revenue,,,3041,0,1,0,118892,20230922,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
35159,31160,70908,50860,86208,Loc. 2945 - TRANSPORTATION DEPARTMENT - Physical Security PoC,100,8/28/2023,9/26/2023,11,Signed,Kennon Jayne,1001,Unassigned Territory,571,1001,11,Meriplex Solutions,Monthly Recurring Revenue,Corey King,James Vaughan,11391,192,36,0,118927,20230925,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
35160,39112,50190,55302,55302,Willis Office,50,8/28/2023,2/29/2024,18,Proposing,Erminio Lalli,812,Ron Walker,620,812,30,Meriplex Communications ,Monthly Recurring Revenue,David Pinyon,,300,1868,36,0,118937,20230926,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
35163,71994,69651,62783,62789,SR 235370 Latitude 5440 Bundle Monitors Acrobat Std.  PO 20064735,100,8/28/2023,8/28/2023,11,Signed,Jackie Moore,854,Unassigned Territory,571,854,103,HBR Technologies,Non-Recurring Revenue,,,2759,0,1,0,118914,20230925,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
35164,71994,69651,62783,65548,SR 235541 Acrobat Standard  PO 20064734,100,8/28/2023,8/28/2023,11,Signed,Jackie Moore,854,Unassigned Territory,571,854,103,HBR Technologies,Non-Recurring Revenue,,,359,0,1,0,118915,20230925,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
35165,71994,69651,62783,65548,SR 234924 Acrobat Standard PO 20064732,100,8/28/2023,8/28/2023,11,Signed,Jackie Moore,854,Unassigned Territory,571,854,103,HBR Technologies,Non-Recurring Revenue,,,359,0,1,0,118916,20230925,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
35166,71994,69651,62783,62845,SR 235538 Latitude 5540 Bundle Acrobat Pro PO 3003706,100,8/28/2023,8/28/2023,11,Signed,Jackie Moore,854,Unassigned Territory,571,854,103,HBR Technologies,Non-Recurring Revenue,,,2663,0,1,0,118918,20230925,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
35168,31160,70908,49218,50502,Loc. 4198 - Resthaven Park Mortuary & Cemetery - Connectivity,0,8/28/2023,8/28/2023,21,Lost / Cancelled,Kennon Jayne,1001,Elmer Mosbey,173,1001,30,Meriplex Communications ,Monthly Recurring Revenue,,,0,476,36,0,118939,20230926,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
35169,71994,69651,62783,62845,SR 235470  Cisco Webcam PO 3003708 ,100,8/28/2023,8/28/2023,11,Signed,Jackie Moore,854,Unassigned Territory,571,854,103,HBR Technologies,Non-Recurring Revenue,,,209,0,1,0,118920,20230925,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
35170,71994,69651,62783,62794,SR 232879 Jabra Evolve 2 Headset  PO 3003697,100,8/28/2023,8/28/2023,11,Signed,Jackie Moore,854,Unassigned Territory,571,854,103,HBR Technologies,Non-Recurring Revenue,,,245,0,1,0,118922,20230925,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
35171,71994,69651,62783,62789,SR 233866  Latitude 5540 Bundle Monitors Acrobat Std  PO 20064652,100,8/28/2023,8/28/2023,11,Signed,Jackie Moore,854,Unassigned Territory,571,854,103,HBR Technologies,Non-Recurring Revenue,,,2861,0,1,0,118923,20230925,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
35173,71994,69651,62783,62845,SRs 234035  234047  234049  PO 50142668,100,8/28/2023,8/28/2023,11,Signed,Jackie Moore,854,Unassigned Territory,571,854,103,HBR Technologies,Non-Recurring Revenue,,,6072,0,1,0,118925,20230925,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
35179,71994,69651,62783,62845,SR 233865 Poly Savi 7220 Wireless Headset  PO 3003711,100,8/28/2023,8/28/2023,11,Signed,Jackie Moore,854,Unassigned Territory,571,854,103,HBR Technologies,Non-Recurring Revenue,,,340,0,1,0,118930,20230925,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
35184,68186,56761,58103,58103,Replacement Drive For Synology ,100,8/29/2023,8/29/2023,11,Signed,Ron Walker,620,Unassigned Territory,571,620,11,Meriplex Solutions,Non-Recurring Revenue,,,298,0,1,0,118933,20230926,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
35186,68378,54204,55524,55524,Cisco Flex Additional Licenses ,100,8/29/2023,8/29/2023,11,Signed,Ron Walker,620,Unassigned Territory,571,620,11,Meriplex Solutions,Annual Recurring,,,6330,0,1,0,118952,20230926,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
35188,68186,56761,58103,58103,Ruckus AP for Singapore ,100,8/29/2023,8/29/2023,11,Signed,Ron Walker,620,Unassigned Territory,571,620,11,Meriplex Solutions,Non-Recurring Revenue,,,1115,0,1,0,118944,20230926,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
35191,71994,69651,62783,62845,SR 234737  Monitor Acrobat Pro CC Adobe Illustrator Desk Phone  PO 960219  960201,100,8/29/2023,8/29/2023,11,Signed,Jackie Moore,854,Unassigned Territory,571,854,103,HBR Technologies,Non-Recurring Revenue,,,1188,0,1,0,118951,20230926,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
35194,58429,76350,1105,1105,FSL Aug 29,100,8/29/2023,8/29/2023,11,Signed,Cynthia Newsom,417,Unassigned Territory,571,417,11,Meriplex Solutions,Non-Recurring Revenue,,,4987,0,1,0,118949,20230926,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
35196,71994,69651,62783,62845,SR 233373 Power Adapter  PO 3003710,100,8/29/2023,8/29/2023,11,Signed,Jackie Moore,854,Unassigned Territory,571,854,103,HBR Technologies,Non-Recurring Revenue,,,59,0,1,0,118954,20230926,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
35198,58429,76350,1105,1105,DaaS Innovatint Workstations - HP,10,8/29/2023,11/30/2023,17,Identifying,Cynthia Newsom,417,Unassigned Territory,571,417,11,Meriplex Solutions,Monthly Recurring Revenue,,,0,840,60,0,118965,20231031,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
35199,58429,76350,1105,1105,50 iPads DaaS,10,8/29/2023,1/4/2024,21,Lost / Cancelled,Cynthia Newsom,417,Unassigned Territory,571,417,11,Meriplex Solutions,Monthly Recurring Revenue,,,0,0,48,0,119591,20231018,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
35215,73055,119044,79269,79269,Quote #MPS118976 New Notebook x360,100,8/30/2023,8/30/2023,11,Signed,Ron Walker,620,Unassigned Territory,571,620,11,Meriplex Solutions,Non-Recurring Revenue,,,2761,0,1,0,118976,20230927,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
35218,71994,69651,62783,62845,Latitude 3540 - 8GB,10,8/30/2023,9/30/2023,17,Identifying,Jackie Moore,854,Unassigned Territory,571,854,103,HBR Technologies,Non-Recurring Revenue,,,1133,0,1,0,118978,20230927,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
35221,71994,69651,62783,62845,Latitude 3540 - 16GB,10,8/30/2023,9/30/2023,17,Identifying,Jackie Moore,854,Unassigned Territory,571,854,103,HBR Technologies,Non-Recurring Revenue,,,1223,0,1,0,118980,20230927,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
35226,71994,69651,62783,62794,SR 234961 Cisco 8811 Desk Phone PO 50142765,100,8/30/2023,8/30/2023,11,Signed,Jackie Moore,854,Unassigned Territory,571,854,103,HBR Technologies,Non-Recurring Revenue,,,309,0,1,0,118983,20230927,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
35228,71994,69651,62783,65548,SR 235949  OptiPlex Micro Monitors Desk Phone Acrobat Std PO 20064744,100,8/30/2023,8/30/2023,11,Signed,Jackie Moore,854,Unassigned Territory,571,854,103,HBR Technologies,Non-Recurring Revenue,,,2080,0,1,0,118984,20230927,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
35229,68186,56761,58103,58103,New ESX Server ,100,8/30/2023,8/31/2023,11,Signed,Ron Walker,620,Unassigned Territory,571,620,11,Meriplex Solutions,Non-Recurring Revenue,,,25727.93,0,1,0,118985,20230927,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
